######################################################################################
# PhishScore | PhishStats                                                            #
# Score ranges: 0-2 likely 2-4 suspicious 4-6 phishing 6-10 omg phishing!            #
# Ranges may be adjusted without notice. List updated every 90 minutes. Do not crawl #
# too much at the risk of being blocked.                                             #
# Many Phishing websites are legitimate websites that have been hacked, so keep that #
# in mind before blocking everything. Feed is provided as is, without any warrant.   #
# CSV: Date,Score,URL,IP                                                             #
######################################################################################
"2022-01-26 22:42:34","4.60","http://swisspost-paketvhost211084.lowhost.ru/ty/oi/kl","195.128.123.5"
"2022-01-26 22:42:33","4.20","https://widegamess.com/PUBGM","103.150.60.38"
"2022-01-26 22:42:30","5.90","https://web-email-doc.gq/adobe/RHA/security","142.11.193.43"
"2022-01-26 22:42:27","5.90","https://web-doc.ml/adobe/RHA/security","142.11.193.43"
"2022-01-26 22:42:25","3.20","https://web7377.web07.bero-webspace.de/tellsell","109.71.253.24"
"2022-01-26 22:42:24","3.70","https://web7377.web07.bero-webspace.de/bbro","109.71.253.24"
"2022-01-26 22:42:22","4.20","https://web7375.web07.bero-webspace.de/R","109.71.253.24"
"2022-01-26 22:42:21","3.10","https://walletconnectauthenticator.com","185.112.83.26"
"2022-01-26 22:42:08","5.50","http://supports-team.com","91.234.195.181"
"2022-01-26 22:42:06","5.50","http://supportdesk-regulations.org","194.36.191.196"
"2022-01-26 22:41:55","4.50","https://universlqrc.com","217.21.77.167"
"2022-01-26 22:41:54","4.30","http://stpostgrin.blogspot.com.mt","2607:f8b0:4006:81d::2001"
"2022-01-26 22:41:43","4.80","https://tnnhynhnhgg23.weebly.com","199.34.228.54"
"2022-01-26 22:41:40","2.90","https://tacazonlym7.xyz","104.21.73.2"
"2022-01-26 22:41:39","2.60","https://support.servicemeta.tk","206.189.19.197"
"2022-01-26 22:41:17","3.10","https://securedpayeeremoval.com","34.159.64.91"
"2022-01-26 22:41:16","6.40","https://secure-docs.ml/adobe/RHA/security","142.11.193.43"
"2022-01-26 22:41:14","7.00","https://secure-adobe-mesquiteisd.ga/adobe/email/security","142.11.193.43"
"2022-01-26 22:41:02","5.30","https://rhasolutions-docs.ml/RHA/ADOBE-EMAIL/security","104.168.136.235"
"2022-01-26 22:41:00","2.50","https://reverent-babbage.107-173-176-135.plesk.page/CC_POSTALE2022/CC_POSTALE2022","107.173.176.135"
"2022-01-26 22:40:49","4.10","https://ramroanswer.com/wp-admin/js/security/trust_wallet","167.86.66.101"
"2022-01-26 22:40:47","4.70","https://qmqon.com","155.94.135.85"
"2022-01-26 22:40:43","4.90","https://profitsavor.com/microsoft/encrypted/message","69.49.235.106"
"2022-01-26 22:40:38","5.60","https://oracleug.top/box/883099","91.209.70.117"
"2022-01-26 22:40:36","3.40","https://onlinehelpservice-review.com","146.0.76.85"
"2022-01-26 22:40:35","1.40","https://onedrive-sharepoint.chsmin.workers.dev","2606:4700:3037::ac43:b420"
"2022-01-26 22:40:34","4.70","http://socreconfpp.com","109.106.250.247"
"2022-01-26 22:40:32","2.50","https://oaisnsuoa.com","192.185.123.214"
"2022-01-26 22:40:28","1.70","https://newwebsecures-rircv.ondigitalocean.app","104.16.243.78"
"2022-01-26 22:40:27","2.40","https://newseasonc1s2.com","194.163.141.209"
"2022-01-26 22:40:22","4.80","https://mercaduorlibreizzmll.com","192.185.131.78"
"2022-01-26 22:40:21","4.20","https://max2shop.com","2606:4700:3034::6815:eca"
"2022-01-26 22:40:19","2.50","https://material-m6.com","2606:4700:3033::6815:4e31"
"2022-01-26 22:40:08","2.50","https://manicmediallc.net/tools/becu-onlineserver/W","192.185.21.113"
"2022-01-26 22:40:06","2.20","https://mail.whatapp-invtt01.duckdns.org","20.85.229.78"
"2022-01-26 22:40:03","5.60","https://maillahsydb344876578webmaillahsydb344917658.weebly.com","199.34.228.54"
"2022-01-26 22:40:01","5.60","https://maillahsydb340128578webmaillahsydb3409876789.weebly.com","199.34.228.53"
"2022-01-26 22:40:00","1.80","https://localdepotsupport.com","45.12.2.136"
"2022-01-26 22:39:58","2.20","https://lifestyletrader.co.uk/mtbksettings","107.174.68.76"
"2022-01-26 22:39:52","2.00","https://jesussukkkk.dd-dns.de/mtbnemail","31.210.20.104"
"2022-01-26 22:39:50","4.40","https://jaisaigroup.in/NetBanking/Notificaciones_Banreservas/Reservas24/Notificaciones_Banreservas","94.130.229.63"
"2022-01-26 22:39:49","2.80","https://insside.e-mail-access.com/c/p/tc/9241/b87e1b64-1e43-4503-996c-54c3a4cb7c8b-7236081f-d3f9-40a1-b4dd-db0bac168ca9","52.212.52.84"
"2022-01-26 22:39:46","1.90","https://idgroup.bz/hosts","198.49.67.194"
"2022-01-26 22:39:44","2.20","https://hondaotolocvuong.com/wp-admin/Akusa","188.166.246.131"
"2022-01-26 22:39:41","2.60","http://shipped-info-9f6754.ingress-comporellon.easywp.com/wp-admin/FEDEX","63.250.43.5"
"2022-01-26 22:39:39","2.50","https://hgsvezneyukleme-pttavm-hgs.com","34.159.145.104"
"2022-01-26 22:39:28","2.70","http://shadowsong2.mschosting.com/~cityadve/contact","103.6.196.205"
"2022-01-26 22:39:27","2.50","https://grup-watshaap-okep14.duckdns.org","20.212.156.53"
"2022-01-26 22:39:23","3.10","https://ffghghbhatt.weebly.com","199.34.228.53"
"2022-01-26 22:39:18","4.50","https://dustore.com.au/nv/05d2c3fcabeb9d42e0a49c8e8b0b850c","104.21.83.189"
"2022-01-26 22:39:09","5.80","https://dropishop.co/payment/Office365","194.163.137.142"
"2022-01-26 22:39:08","2.40","https://dmunozux.com/FUSEWORKSPACE/olk","69.49.229.69"
"2022-01-26 22:39:07","6.10","https://dkm22012022.cleverapps.io/De/6982718db9b6688/login.php","46.252.181.151"
"2022-01-26 22:39:06","6.10","https://dkm22012022.cleverapps.io/De/1635e09c23fbd1c/login.php","46.252.181.151"
"2022-01-26 22:39:04","2.60","https://dkm22012022.cleverapps.io/De","46.252.181.151"
"2022-01-26 22:39:02","4.50","https://dev4808.d5uklzg7lajvx.amplifyapp.com","13.226.31.37"
"2022-01-26 22:39:01","2.80","https://currentlyattnetlogin.weebly.com","199.34.228.54"
"2022-01-26 22:38:59","3.80","https://creditagricolecaissegioner.web.app","199.36.158.100"
"2022-01-26 22:38:50","1.40","https://chatia.co/viewdoc","194.163.137.142"
"2022-01-26 22:38:49","4.40","https://centralfreightlogistics.com/access/main.html","192.145.233.161"
"2022-01-26 22:38:46","2.00","https://business-page-verified12985.web.app","2620:0:890::100"
"2022-01-26 22:38:46","6.00","https://beyoncesintern.com/payment/Office365","69.49.235.106"
"2022-01-26 22:38:44","3.30","https://attyahoomailverificationupdate355.weebly.com","199.34.228.54"
"2022-01-26 22:38:43","5.30","https://attonlinemailservices.weebly.com/","199.34.228.54"
"2022-01-26 22:38:42","5.10","https://attmailbhdbvb.weebly.com/","199.34.228.53"
"2022-01-26 22:38:40","1.80","https://atcsandiego.sonderdev.com/wp-content/-/slim","159.203.252.248"
"2022-01-26 22:38:29","2.40","http://sastabgmi.com","51.210.156.16"
"2022-01-26 22:38:25","2.90","https://apple-partner-support.com","190.14.39.235"
"2022-01-26 22:38:22","2.20","https://app-e4d409be-838d-424c-a003-c0ae7d7b952d.cleverapps.io/De","185.42.117.192"
"2022-01-26 22:38:20","4.90","https://amandakaroline.com.br/ionos/index.html","162.241.129.182"
"2022-01-26 22:38:19","2.30","https://alimela.co.ls/tokenbbvafncs3","154.66.108.42"
"2022-01-26 22:38:16","1.00","https://ad433.yrlzzol4223.workers.dev","104.21.82.43"
"2022-01-26 22:38:15","1.80","https://8yuihj.ptzbabtultmovd6878.workers.dev","172.67.199.73"
"2022-01-26 22:38:14","4.10","https://365onlinevalidation.com","34.159.64.91"
"2022-01-26 22:38:13","5.40","https://3453457567567.235346456456.repl.co/","35.186.245.55"
"2022-01-26 22:38:11","5.50","https://3453457567567--235346456456.repl.co/","35.186.245.55"
"2022-01-26 22:38:10","1.00","https://2godesign.com/doc/we/wetransfer/","172.67.149.13"
"2022-01-26 22:38:09","5.50","https://2.56.56.25","2.56.56.25"
"2022-01-26 22:38:06","1.50","http://roomsealucky.com","104.21.45.143"
"2022-01-26 22:37:54","2.00","http://register-hypesquad.com","2606:4700:3030::6815:202a"
"2022-01-26 22:37:42","1.90","http://rachealprivatenudes.herokuapp.com","54.243.238.66"
"2022-01-26 22:37:41","2.20","http://quiet-union-e0db.fowler-fowlemr111994.workers.dev","104.21.18.238"
"2022-01-26 22:37:38","1.90","http://prestos7.com","2606:4700:3030::ac43:a142"
"2022-01-26 22:37:37","1.80","http://pr0iv.lahoudproductions.com","94.130.229.63"
"2022-01-26 22:37:36","2.90","http://postoffice-parcelre-delivery.co.uk","8.209.106.6"
"2022-01-26 22:37:34","2.00","http://post-navigator-4jngmh54d2asd2.com","217.160.0.173"
"2022-01-26 22:37:32","2.50","http://parcel-shipping-info.com","216.55.149.9"
"2022-01-26 22:37:30","1.50","http://padi.com.smr-machinery.com","185.51.202.58"
"2022-01-26 22:37:29","2.50","http://online-helpdesk-gb.com","66.235.200.147"
"2022-01-26 22:37:27","1.80","http://ojfwn.lahoudproductions.com","94.130.229.63"
"2022-01-26 22:37:26","3.90","http://o2online.sbeglobalcare.com","217.114.201.42"
"2022-01-26 22:37:24","2.40","http://nimbustesting.info/orderimport/am","162.240.22.3"
"2022-01-26 22:37:22","1.80","http://new-free-firebgid-2022.duckdns.org","20.124.0.83"
"2022-01-26 22:37:22","2.40","http://mydappmainnet.com","51.161.6.43"
"2022-01-26 22:37:18","1.90","http://member.ff.garenan.vn","14.225.254.84"
"2022-01-26 22:37:15","1.00","http://manage-webportal.com","2606:4700:3033::6815:218a"
"2022-01-26 22:37:13","1.40","http://mainnet-dappsconnect.com","54.211.114.166"
"2022-01-26 22:37:12","2.70","http://lulilab.com.br/PACKAGE/failed-delivery","198.251.81.225"
"2022-01-26 22:37:11","1.80","http://lucky-now.tk","161.97.113.224"
"2022-01-26 22:37:09","1.80","http://localdepotassistance.com","45.12.2.136"
"2022-01-26 22:37:07","1.80","http://ljduboiserealtors.com/mazon/2d27d","162.240.45.205"
"2022-01-26 22:37:05","1.90","http://ljduboiserealtors.com/mazon","162.240.45.205"
"2022-01-26 22:37:03","1.80","http://ldpmz.nabiad.com.bd/carr","198.54.126.46"
"2022-01-26 22:37:02","1.80","http://klaomff204.duckdns.org","52.191.70.50"
"2022-01-26 22:37:01","1.80","http://klaimffgay32.duckdns.org","52.191.70.50"
"2022-01-26 22:37:00","1.80","http://join-grup-whatsapp-tante-seksi18.duckdns.org","20.41.114.122"
"2022-01-26 22:36:58","1.80","http://join-grup17.duckdns.org","20.187.113.42"
"2022-01-26 22:36:57","1.90","http://joinease.com.smr-machinery.com","185.51.202.58"
"2022-01-26 22:36:55","5.40","http://jasa-perjalanan-happy-62.web.id/verification.php","205.144.171.57"
"2022-01-26 22:36:54","1.80","http://jasa-perjalanan-happy-62.web.id/","205.144.171.57"
"2022-01-26 22:36:51","2.40","http://ib-cz-fio.com","139.162.173.103"
"2022-01-26 22:36:40","2.40","http://iauosnvva.com","192.185.181.5"
"2022-01-26 22:36:39","1.80","http://hypesquad-academy.com","54.89.142.134"
"2022-01-26 22:36:35","4.40","http://hokebrunson.com/secureserviceamazon/mazon/amazon","34.98.99.30"
"2022-01-26 22:36:34","1.40","http://hnsyp.agi-architectsblog.com/ysl","69.162.179.196"
"2022-01-26 22:36:33","2.40","http://hambach-night-run.de/libraries/openid/Auth/information/docu/a","178.254.0.101"
"2022-01-26 22:36:31","1.80","http://grup-yutuber-2022.duckdns.org","20.41.114.122"
"2022-01-26 22:36:30","1.80","http://grup-wa2022.duckdns.org","13.79.40.201"
"2022-01-26 22:36:29","1.80","http://gruo-bokepviralterbaru.duckdns.org","20.212.156.53"
"2022-01-26 22:36:27","1.80","http://ghtsfbatal.duckdns.org","20.124.181.0"
"2022-01-26 22:36:26","1.00","http://ff-memberr.garane.vn","104.21.47.145"
"2022-01-26 22:36:24","2.00","http://eventcodashop-terbarunew1.duckdns.org/free-fire","20.121.2.30"
"2022-01-26 22:36:23","1.80","http://even-ff-gratisterbarruuu2022.duckdns.org","20.212.156.53"
"2022-01-26 22:36:22","1.40","http://em00tonline0de-001-site1.ctempurl.com/t","205.144.171.152"
"2022-01-26 22:36:20","1.80","http://ecc-scaffolding.com/seara","192.185.157.252"
"2022-01-26 22:36:17","1.80","http://claim-eventgarena-ff7263.duckdns.org","20.212.156.53"
"2022-01-26 22:36:12","1.40","http://c02vo.lahoudproductions.com/luv","94.130.229.63"
"2022-01-26 22:36:11","1.80","http://bokepviralterbaru-18.duckdns.org","20.121.2.30"
"2022-01-26 22:36:10","3.90","http://boi-365onlinesecurity.com","34.159.64.91"
"2022-01-26 22:36:09","2.40","http://boi.365-cancel-protocol.com","91.209.70.167"
"2022-01-26 22:36:06","3.40","http://binom.teracock.com","46.101.167.173"
"2022-01-26 22:36:05","2.10","http://bgaaaaaacuiogpvebtr7jtffen1rrenewsignina5ebwrenewdrypecwyt.pages.dev","2606:4700:310c::ac42:2f48"
"2022-01-26 22:36:04","1.90","http://avlz7.0b.nabiad.com.bd/carr","198.54.126.46"
"2022-01-26 22:36:03","1.80","http://automaticwalletvalidation.com","23.235.232.130"
"2022-01-26 22:35:59","1.00","http://apply-hypevents.com","104.21.89.32"
"2022-01-26 22:35:58","1.90","http://appellate-rails.000webhostapp.com","145.14.145.92"
"2022-01-26 22:35:57","1.40","http://amazon.co.jp.x2d22.tk","45.207.38.184"
"2022-01-26 22:35:53","1.80","http://8ufyd.nabiad.com.bd/carr","198.54.126.46"
"2022-01-26 22:35:52","4.90","http://038383903.ru","2a03:6f00:6:1::57f9:26fd"
"2022-01-26 21:18:57","3.50","http://www.sczn-securewallet.com/","66.147.230.55"
"2022-01-26 21:18:53","1.70","http://www.remzicakar.com.tr/realty/","46.28.237.180"
"2022-01-26 21:18:51","2.50","http://www.ragtag.jp/blog/mt/lib/redirection/","23.33.40.144"
"2022-01-26 21:18:49","5.40","http://www.online365review-service.com/","34.159.64.91"
"2022-01-26 21:18:47","2.70","http://www.office-clicks.info/onedrive","66.29.134.154"
"2022-01-26 21:18:46","6.80","http://www.oakfields.in/logan08/log.php","199.101.134.84"
"2022-01-26 21:18:44","5.00","http://www.oakfields.in/logan08/en.php?hdhd92820df8angf264s9df23sd2f1n495K3L2C151645172991f1477dbd26917ef3822423f62e984a91f1477dbd26917ef3822423f62e984a91f1477dbd","199.101.134.84"
"2022-01-26 21:18:43","5.00","http://www.oakfields.in/logan08/en-e.php?hdhd92820df8angf264s9df23sd2f1n495K3L2C151645172991f1477dbd26917ef3822423f62e984a91f1477dbd26917ef3822423f62e984a91f1477dbd","199.101.134.84"
"2022-01-26 21:18:42","4.00","http://www.oakfields.in/logan08/","199.101.134.84"
"2022-01-26 21:18:39","3.30","http://www.mdgold.com.tr/wp-admin/css/colors/ocean/ocean/","5.180.184.223"
"2022-01-26 21:18:38","4.90","http://www.locationphonemaps.com/fmicode/codesepteng.php?id=9887&digitos=6&url=icloud.info-secure.support","162.240.15.0"
"2022-01-26 21:18:35","5.00","http://www.filmkenner.com/filme-mit-mikhail-porechenkov-und-varvara-porechenkova/","109.237.132.6"
"2022-01-26 21:18:34","2.80","http://www.chianteck.com/swisp/Redsys.html","64.37.52.22"
"2022-01-26 21:18:33","6.70","http://www.amznactivation.duckdns.org/games20/mazon/903c4/","159.223.186.65"
"2022-01-26 21:18:30","5.20","http://wf0usersciti.serveusers.com/Citibank/login.php?primarymember_id=92c354efc7892df4774c29b8f","167.99.5.233"
"2022-01-26 21:18:19","5.20","http://wf0usersciti.serveusers.com/Citibank/","167.99.5.233"
"2022-01-26 21:18:06","4.30","http://web-email-docs.tk/adobe/RHA/security/","142.11.193.43"
"2022-01-26 21:18:04","4.30","http://web-docs-rha.ga/adobe/RHA/security/","142.11.193.43"
"2022-01-26 21:18:01","4.30","http://web-doc-rha.cf/adobe/RHA/security","142.11.193.43"
"2022-01-26 21:18:00","2.60","http://walletbotauthorise.com/","192.236.237.81"
"2022-01-26 21:17:58","3.40","http://votre-espace-fact-9f5cf1.ingress-florina.easywp.com/org","63.250.43.137"
"2022-01-26 21:17:57","5.10","http://vkophoto.ru/","2a0a:2b43:5:8a4b::"
"2022-01-26 21:17:55","5.00","http://uskladbz02-ande-9f6163.ingress-baronn.easywp.com/zabi/nanoss12/configgg/fc53298cd780aa1/login.php?user=","63.250.43.10"
"2022-01-26 21:17:23","3.70","http://tracio.largoindustries.com/StbP_ct/","2606:4700:3033::6815:4a5d"
"2022-01-26 21:17:21","6.10","http://tangcejun.com/mazon/7ae97/homepage/","121.43.148.217"
"2022-01-26 21:17:19","6.40","https://zinn.in/Excel/excelzz/index.php","185.62.136.43"
"2022-01-26 21:17:17","5.60","https://zanaidahmone.com/bbb/index.php","74.220.219.213"
"2022-01-26 21:17:16","6.60","https://yomall.hk/outlook/office365/365.php?email=sandra@snscomm.com","2606:4700:3036::ac43:dc78"
"2022-01-26 21:17:15","3.60","https://yiioyl.ga/jil","66.96.147.114"
"2022-01-26 21:17:14","3.90","https://xn--crdit-agricole-ckb.xn--scurvrification-bnbe.com/186f4b7c9d5dc9b/region.php?particulier","37.0.9.166"
"2022-01-26 21:17:13","5.60","https://www.partnerservizi.it/proposal/xx/index.html","88.99.127.34"
"2022-01-26 21:17:11","3.10","https://www.movil-es.be/","212.109.222.125"
"2022-01-26 21:17:10","7.50","https://www.iloveyourglasses.com/favicon/FR/client/dossier/ID78892676363FR398383/AuthSAml/webIntra/paiement/service/00ca84b03d3758f339926b0f4d13aa49/index.html","95.128.73.26"
"2022-01-26 21:17:08","2.70","https://www.hkdgroup.com/","151.237.185.32"
"2022-01-26 21:17:05","5.70","https://www.easydiili.fi/templates/beez3/css/owa.htm","2606:4700:3032::ac43:9ddb"
"2022-01-26 21:17:03","2.20","https://www.atlasjit.com/Andeystrice/","209.151.194.162"
"2022-01-26 21:17:02","3.40","https://www.aggiorna-anagrafe-utenti.com/","44.227.238.106"
"2022-01-26 21:17:00","4.00","https://wwm77248-veri-12.from-la.net/ch92877po/ch7724100po/manage/?vie","162.0.230.63"
"2022-01-26 21:16:59","5.00","https://wooplayer.com/shareofcinvoiceNew2021/sharevps/verification.php?sf58gfd1s689sxd2sdf8angf264s9df23sd2f1n495K3L2C151645172991f1477dbd26917ef3822423f62e984a91f1477dbd26917ef3822423f62e984a91f1477dbd","172.67.156.88"
"2022-01-26 21:16:58","5.50","https://wooplayer.com/shareofcinvoiceNew2021/sharevps/verificationAttempt.php?sf58gfd1s689sxd2sdf8angf264s9df23sd2f1n495K3L2C151645172991f1477dbd26917ef3822423f62e984a91f1477dbd26917ef3822423f62e984a91f1477dbd","2606:4700:3032::ac43:9c58"
"2022-01-26 21:16:56","3.70","https://wooplayer.com/shareofcinvoiceNew2021/sharevps/","172.67.156.88"
"2022-01-26 21:16:53","6.10","http://swisspost-paketvhost211084.lowhost.ru/ty/oi/kl/","195.128.123.5"
"2022-01-26 21:16:52","4.30","https://web-email-doc.gq/adobe/RHA/security/","142.11.193.43"
"2022-01-26 21:16:50","2.60","https://web-doc.ml/adobe/RHA/security/","142.11.193.43"
"2022-01-26 21:16:48","5.70","https://web7377.web07.bero-webspace.de/bbro/","109.71.253.24"
"2022-01-26 21:16:47","5.30","https://web7375.web07.bero-webspace.de/R/","109.71.253.24"
"2022-01-26 21:16:44","2.90","https://walletconnectauthenticator.com/","185.112.83.26"
"2022-01-26 21:16:42","7.00","https://votre-espace-fact-9f5cf1.ingress-florina.easywp.com/org/customer_center/customer-IDPP00C985/login.php","63.250.43.137"
"2022-01-26 21:16:41","7.00","https://votre-espace-fact-9f5cf1.ingress-florina.easywp.com/org/customer_center/customer-IDPP00C699/login.php","63.250.43.137"
"2022-01-26 21:16:27","4.50","https://view.genial.ly/61ee94a7d41b3e00122f8eae/interactive-content-untitled-genially","54.77.212.90"
"2022-01-26 21:16:26","5.40","https://view.genial.ly/61ee94a7d41b3e00122f8eae/interactive-content-secured-document","108.128.235.188"
"2022-01-26 21:16:24","6.40","https://vd.com.py/mt/verif.php","162.214.67.105"
"2022-01-26 21:16:23","5.10","https://vd.com.py/mt/index.php","162.214.67.105"
"2022-01-26 21:16:21","7.00","https://uskladbz02-ande-9f6163.ingress-baronn.easywp.com/zabi/nanoss12/configgg/7b7201b647a5604/login.php?user","63.250.43.10"
"2022-01-26 21:16:19","6.50","https://uskladbz02-ande-9f6163.ingress-baronn.easywp.com/zabi/nanoss12/configgg/096591b51ac97ef/login.php?user","63.250.43.10"
"2022-01-26 21:16:17","2.90","http://supports-team.com/","91.234.195.181"
"2022-01-26 21:16:16","3.80","http://supportdesk-regulations.org/","194.36.191.196"
"2022-01-26 21:16:15","4.80","https://universlqrc.com/","217.21.77.167"
"2022-01-26 21:16:14","4.10","http://stroycity86.ru/wp-content/themes/We/index.html","109.94.209.55"
"2022-01-26 21:16:12","5.40","http://stpostgrin.blogspot.com.mt/","142.251.32.97"
"2022-01-26 21:16:11","5.80","https://tnnhynhnhgg23.weebly.com/","199.34.228.53"
"2022-01-26 21:16:08","4.00","https://tacazonlym7.xyz/","172.67.156.4"
"2022-01-26 21:16:06","6.20","https://surves-helpdesk.109-71-253-24.plesk.page/supportgroup.trust.com/secure.php","109.71.253.24"
"2022-01-26 21:16:05","2.80","https://support.servicemeta.tk/","206.189.19.197"
"2022-01-26 21:16:03","4.90","https://strange-mayer.198-23-207-203.plesk.page/p/f4a96","198.23.207.203"
"2022-01-26 21:16:01","3.80","https://strange-mayer.198-23-207-203.plesk.page/p/edd9a","198.23.207.203"
"2022-01-26 21:16:00","2.40","https://strange-mayer.198-23-207-203.plesk.page/p/e22d2","198.23.207.203"
"2022-01-26 21:15:59","2.90","https://strange-mayer.198-23-207-203.plesk.page/p/aff55","198.23.207.203"
"2022-01-26 21:15:57","5.90","https://strange-mayer.198-23-207-203.plesk.page/p/69873","198.23.207.203"
"2022-01-26 21:15:56","2.40","https://strange-mayer.198-23-207-203.plesk.page/p/42d38","198.23.207.203"
"2022-01-26 21:15:55","6.40","https://strange-mayer.198-23-207-203.plesk.page/p/31646","198.23.207.203"
"2022-01-26 21:15:54","3.40","https://strange-mayer.198-23-207-203.plesk.page/p/301fc","198.23.207.203"
"2022-01-26 21:15:52","1.90","https://strange-mayer.198-23-207-203.plesk.page/p","198.23.207.203"
"2022-01-26 21:15:51","7.10","https://storage.googleapis.com/b012-2b51f.appspot.com/28967.html","142.250.72.112"
"2022-01-26 21:15:49","3.70","https://st-ent.com/login.php?online_id=d277f2bee3f8983da0ab4d714&country=&iso=","27.100.36.110"
"2022-01-26 21:15:45","6.10","https://shop.cytyrealestate.com/UnionBank/online/login","192.254.188.97"
"2022-01-26 21:15:21","4.50","https://secure-mabanque-bnpparibas.duckdns.org/clients/login.php?verification","212.193.30.169"
"2022-01-26 21:15:20","3.30","https://securedpayeeremoval.com/","34.159.64.91"
"2022-01-26 21:15:18","2.80","https://secure-docs.ml/adobe/RHA/security/","142.11.193.43"
"2022-01-26 21:15:15","3.20","https://secure-adobe-mesquiteisd.ga/adobe/email/security/","142.11.193.43"
"2022-01-26 21:15:13","2.50","https://saltvalleydevelopment.com/validate-file/Odrivex","194.163.137.142"
"2022-01-26 21:15:10","6.50","https://rizarichempire.com/Profffffxx/index.php","101.99.70.223"
"2022-01-26 21:15:08","4.00","https://rizarichempire.com/ddddddddddd/index.php","101.99.70.223"
"2022-01-26 21:14:54","4.50","https://rhasolutions-docs.ml/RHA/ADOBE-EMAIL/security/","104.168.136.235"
